epoch,train_loss,train_wf1,dev_loss,dev_wf1,dev_uf1,test_loss,test_wf1,test_uf1
0,1.857590,0.208495,1.703965,0.175599,0.160194,1.776988,0.152291,0.154650
1,1.705017,0.218909,1.546956,0.185109,0.172855,1.571135,0.192879,0.175217
2,1.602810,0.289197,1.562770,0.192792,0.174096,1.631927,0.183154,0.159658
3,1.551896,0.284413,1.447165,0.262005,0.232701,1.468626,0.318711,0.266428
4,1.430291,0.369278,1.359843,0.418304,0.371065,1.327904,0.416739,0.378775
5,1.323322,0.430547,1.299316,0.434838,0.394323,1.304893,0.411284,0.389018
6,0.893972,0.510134,0.995076,0.463479,0.441452,0.992857,0.471779,0.451078
7,0.601792,0.535337,0.616413,0.522338,0.473823,0.595883,0.543512,0.498097
8,0.358639,0.580751,0.421754,0.525855,0.492169,0.386288,0.559549,0.540955
9,0.196034,0.607705,0.256846,0.535310,0.506341,0.223988,0.555931,0.534209
10,0.079004,0.602924,0.104812,0.522423,0.502846,0.094842,0.542268,0.524316
11,0.073240,0.613502,0.098717,0.545611,0.528295,0.088949,0.576631,0.559090
12,0.069394,0.618858,0.101306,0.542507,0.526330,0.090237,0.566930,0.548260
13,0.065492,0.628108,0.097081,0.558217,0.541850,0.085231,0.592223,0.567874
14,0.066096,0.636830,0.099521,0.542915,0.530193,0.093861,0.554350,0.542110
15,0.063960,0.638338,0.094579,0.560410,0.544233,0.087366,0.607434,0.582242
16,0.064157,0.654380,0.099680,0.534455,0.531451,0.099426,0.532783,0.518552
17,0.060667,0.639872,0.098666,0.563956,0.552259,0.095191,0.592836,0.566185
18,0.060268,0.664085,0.098365,0.551518,0.546759,0.100304,0.544250,0.525686
19,0.060180,0.654250,0.087440,0.546765,0.542199,0.088598,0.545562,0.533836
20,0.056925,0.674314,0.080157,0.587518,0.583159,0.090043,0.539076,0.529522
21,0.057060,0.664587,0.089078,0.562328,0.555557,0.095863,0.526497,0.516833
22,0.057395,0.661546,0.086547,0.549108,0.551441,0.090909,0.553512,0.543599
23,0.054326,0.668772,0.097588,0.555343,0.546655,0.106837,0.548176,0.535875
24,0.054260,0.676086,0.089662,0.584584,0.576278,0.096367,0.548349,0.534022
