epoch,train_loss,train_wf1,dev_loss,dev_wf1,dev_uf1,test_loss,test_wf1,test_uf1
0,1.909182,0.189988,1.785390,0.090824,0.084081,1.732734,0.131941,0.106808
1,1.728943,0.237771,1.515904,0.259846,0.230906,1.590564,0.276293,0.234196
2,1.562345,0.313584,1.471175,0.269800,0.256469,1.628796,0.279212,0.246599
3,1.451656,0.378597,1.313699,0.399731,0.386841,1.376202,0.401961,0.394755
4,1.344778,0.420987,1.268335,0.445992,0.426452,1.335850,0.411471,0.388685
5,1.252922,0.461421,1.136836,0.536281,0.496733,1.120819,0.538257,0.521162
6,0.845658,0.521231,0.846775,0.507956,0.491993,0.854335,0.504111,0.491273
7,0.548390,0.551652,0.526882,0.580271,0.544240,0.567637,0.565818,0.543880
8,0.354408,0.563590,0.347214,0.602027,0.562708,0.367076,0.561564,0.533539
9,0.192523,0.571217,0.234242,0.486558,0.481146,0.220923,0.499886,0.506099
10,0.075498,0.556476,0.080834,0.560696,0.535458,0.087884,0.561547,0.549260
11,0.067597,0.603346,0.081397,0.563417,0.532982,0.085853,0.566312,0.550433
12,0.062028,0.622039,0.083711,0.551415,0.526450,0.091243,0.527231,0.520296
13,0.059509,0.625891,0.086237,0.587089,0.549774,0.095480,0.571615,0.555021
14,0.060709,0.638672,0.082317,0.568118,0.541236,0.087176,0.572741,0.557464
15,0.055831,0.643141,0.078325,0.584845,0.558387,0.089814,0.565688,0.552067
16,0.054538,0.658059,0.078511,0.568790,0.546971,0.094632,0.560542,0.545727
17,0.052083,0.671231,0.078149,0.586834,0.561317,0.093849,0.559861,0.548020
18,0.051063,0.670108,0.077567,0.581739,0.559185,0.101968,0.543612,0.531716
19,0.049272,0.673676,0.083168,0.560017,0.538901,0.101678,0.522311,0.518490
20,0.050569,0.668121,0.079592,0.579964,0.560516,0.087787,0.559440,0.548859
21,0.055027,0.659141,0.084089,0.555286,0.539364,0.092653,0.552130,0.536683
22,0.055693,0.645116,0.085859,0.570908,0.552550,0.086697,0.572706,0.563420
23,0.051846,0.668556,0.076784,0.595598,0.583324,0.101967,0.550778,0.542230
24,0.046302,0.687329,0.078643,0.567950,0.550644,0.102789,0.532818,0.527736
