epoch,train_loss,train_wf1,dev_loss,dev_wf1,dev_uf1,test_loss,test_wf1,test_uf1
0,1.960516,0.170696,1.750022,0.093067,0.064567,1.773056,0.090638,0.063809
1,1.725921,0.240247,1.522036,0.257634,0.199951,1.595001,0.215355,0.191133
2,1.591244,0.280280,1.434537,0.301114,0.256774,1.549973,0.256645,0.268898
3,1.440994,0.379611,1.296003,0.413081,0.353143,1.341053,0.468170,0.437830
4,1.260203,0.471900,1.319255,0.425048,0.388820,1.371167,0.451210,0.452233
5,1.247013,0.492977,1.276387,0.436855,0.402968,1.161188,0.522711,0.488674
6,0.887081,0.495265,0.918170,0.481543,0.467851,0.788171,0.567290,0.558582
7,0.543374,0.567499,0.603856,0.511743,0.473789,0.539464,0.564441,0.531383
8,0.355442,0.558114,0.365986,0.540083,0.544060,0.408231,0.463110,0.467882
9,0.184009,0.578473,0.222507,0.532714,0.492401,0.216320,0.556620,0.521916
10,0.067832,0.621719,0.091046,0.539458,0.551662,0.095636,0.504472,0.500063
11,0.062592,0.613784,0.084340,0.557475,0.527426,0.095569,0.568643,0.552812
12,0.060665,0.636168,0.080891,0.563412,0.574538,0.092280,0.545583,0.535317
13,0.056929,0.638005,0.076917,0.566216,0.563763,0.091221,0.555845,0.551642
14,0.055730,0.655650,0.079587,0.573604,0.586080,0.100598,0.509749,0.509533
15,0.054907,0.656766,0.084521,0.543215,0.568328,0.096543,0.525240,0.517515
16,0.052719,0.658091,0.081337,0.554950,0.565423,0.097477,0.527184,0.522644
17,0.051142,0.670293,0.073754,0.564282,0.555508,0.091459,0.549813,0.543826
18,0.048683,0.677466,0.074509,0.581005,0.584787,0.095701,0.542767,0.539538
19,0.045430,0.688837,0.079871,0.561189,0.563033,0.093301,0.555431,0.548505
20,0.042751,0.700169,0.078507,0.582185,0.584576,0.099840,0.542157,0.539533
21,0.044463,0.691471,0.076536,0.603110,0.618459,0.095766,0.555135,0.551051
22,0.044670,0.695855,0.074002,0.597430,0.603736,0.111400,0.504210,0.502091
23,0.042832,0.708724,0.072034,0.600123,0.611162,0.101217,0.512506,0.508147
24,0.040634,0.711276,0.081409,0.573959,0.588397,0.094894,0.547294,0.539307
25,0.038243,0.719228,0.078959,0.590790,0.607720,0.096642,0.560138,0.552777
26,0.036258,0.734857,0.080145,0.586030,0.601599,0.103915,0.541330,0.532069
27,0.036187,0.735730,0.082082,0.556272,0.580211,0.101904,0.514491,0.511704
28,0.036135,0.738285,0.077805,0.586265,0.597878,0.101436,0.537160,0.531841
29,0.036558,0.730219,0.083049,0.573127,0.586340,0.101534,0.559121,0.549854
30,0.036852,0.714513,0.089696,0.542575,0.526568,0.098338,0.549291,0.538414
31,0.034851,0.734555,0.089975,0.533373,0.538119,0.102902,0.519896,0.520380
32,0.032573,0.752071,0.082431,0.562925,0.554377,0.099351,0.560128,0.554313
33,0.032572,0.748533,0.081255,0.586818,0.594071,0.120473,0.509299,0.500000
34,0.034234,0.729835,0.099438,0.558183,0.556170,0.107869,0.552304,0.542388
35,0.037614,0.735947,0.093835,0.546514,0.559069,0.122189,0.511585,0.503698
36,0.035362,0.734806,0.086827,0.561797,0.577436,0.114521,0.504385,0.499996
37,0.031428,0.759559,0.086364,0.590896,0.588426,0.111870,0.532012,0.528903
38,0.028936,0.774223,0.086940,0.596103,0.596725,0.114769,0.539073,0.533476
39,0.028789,0.757653,0.081589,0.592226,0.594919,0.121087,0.536460,0.535178
40,0.029340,0.764641,0.098175,0.557822,0.526819,0.109433,0.547434,0.536530
41,0.028151,0.769009,0.088957,0.587181,0.569047,0.127844,0.521202,0.503938
42,0.024777,0.790071,0.088369,0.587848,0.594535,0.124491,0.529585,0.523475
43,0.023617,0.795101,0.086514,0.595333,0.604801,0.133669,0.518123,0.512836
44,0.022194,0.803061,0.087265,0.616188,0.627786,0.135134,0.523066,0.517777
45,0.021724,0.802311,0.098044,0.570204,0.539242,0.130321,0.539539,0.526671
46,0.021895,0.802499,0.097691,0.611330,0.615171,0.135639,0.525476,0.520808
47,0.023088,0.805352,0.100761,0.569924,0.576444,0.140826,0.503992,0.496235
48,0.022162,0.803123,0.097985,0.566145,0.551089,0.135351,0.508932,0.499229
49,0.021634,0.807779,0.090694,0.595228,0.588680,0.160635,0.491615,0.483892
50,0.021247,0.802791,0.099349,0.596898,0.572928,0.148072,0.513605,0.502705
51,0.019292,0.820850,0.094745,0.596496,0.592657,0.145323,0.523681,0.513385
52,0.018809,0.821272,0.091930,0.593638,0.600742,0.150143,0.500774,0.494183
53,0.018069,0.833079,0.105756,0.563387,0.566060,0.159400,0.488413,0.482412
54,0.017885,0.835354,0.098851,0.605610,0.612533,0.151121,0.512081,0.504487
55,0.017713,0.826163,0.102025,0.595850,0.603135,0.151759,0.494930,0.490445
56,0.017136,0.828972,0.105250,0.597617,0.600529,0.163699,0.485199,0.479096
57,0.019473,0.814771,0.106386,0.565580,0.536674,0.162461,0.535177,0.519614
58,0.018862,0.824271,0.101631,0.603750,0.601281,0.164420,0.487064,0.487157
59,0.017039,0.832191,0.101150,0.601613,0.601462,0.170651,0.489030,0.486643
