epoch,train_loss,train_wf1,dev_loss,dev_wf1,dev_uf1,test_loss,test_wf1,test_uf1,ce,fc,cl
0,4.290090,0.203405,2.010605,0.033378,0.058053,1.905659,0.071223,0.075922,2.131147,2.583527,4.606086
1,2.967742,0.184296,1.621981,0.350153,0.279777,1.755001,0.297890,0.273513,1.971736,1.016158,4.576976
2,2.503841,0.229736,1.590007,0.285277,0.254049,1.625441,0.291494,0.264439,1.785569,0.561601,4.483192
3,2.477389,0.265537,1.690153,0.270277,0.207292,1.811067,0.229457,0.196108,1.687434,0.553363,4.340807
4,2.528674,0.271264,1.677571,0.219914,0.214281,1.669260,0.252722,0.254588,1.667042,0.547771,4.234158
5,2.352194,0.312328,1.608579,0.321406,0.272797,1.587686,0.327253,0.313837,1.559476,0.469416,4.171846
6,2.284690,0.374316,1.604029,0.397023,0.367749,1.498585,0.435037,0.407746,1.484207,0.484525,4.128634
7,2.394283,0.426973,1.865422,0.428817,0.387810,1.544118,0.432980,0.416771,1.390460,0.742204,4.100593
8,2.462094,0.434738,1.779090,0.419492,0.400362,1.650773,0.429504,0.433243,1.333379,0.900444,4.083601
9,2.336036,0.476642,1.904655,0.429778,0.398813,1.570931,0.435005,0.417480,1.276716,0.815077,4.072583
10,2.400750,0.488203,1.776885,0.472737,0.450772,1.643387,0.451659,0.420700,1.222122,0.966269,4.056133
11,2.411335,0.495544,1.856202,0.496491,0.464234,1.508782,0.542920,0.520050,1.190355,1.021088,4.041093
12,2.401001,0.525532,2.001046,0.523482,0.502393,1.525403,0.588145,0.584850,1.144772,1.065600,4.037494
13,2.325521,0.536319,1.787405,0.522123,0.483029,1.393579,0.542696,0.512759,1.100484,1.027770,4.028207
14,2.189875,0.538058,1.709391,0.567109,0.546936,1.391604,0.606227,0.600667,1.084762,0.879583,4.014466
15,2.188625,0.562607,1.895395,0.553003,0.520485,1.510122,0.603693,0.589698,1.033739,0.943328,4.002230
16,2.262380,0.571821,1.777491,0.561986,0.524444,1.491049,0.605809,0.583146,0.993214,1.087624,3.990663
17,2.253414,0.585908,1.837684,0.541178,0.515547,1.562866,0.602554,0.581664,0.965383,1.112994,3.976359
18,2.303594,0.588236,1.777127,0.575072,0.557755,1.589413,0.569851,0.551183,0.977005,1.162244,3.967941
19,2.263069,0.595389,1.764863,0.559836,0.551282,1.579253,0.590110,0.574771,0.958518,1.135687,3.960014
20,2.115078,0.616236,1.838752,0.550026,0.553960,1.534013,0.626987,0.618262,0.916434,1.003828,3.955816
21,2.184599,0.606439,1.796907,0.596630,0.571560,1.698922,0.596482,0.571035,0.900458,1.111778,3.947187
22,2.176727,0.626704,2.081655,0.530071,0.532843,1.701335,0.616985,0.607934,0.877549,1.131709,3.938110
23,2.288211,0.621488,1.812133,0.574405,0.558979,1.803048,0.583483,0.559968,0.904685,1.237984,3.931387
24,2.206463,0.631093,2.068298,0.590278,0.611592,1.770211,0.614994,0.606082,0.865864,1.184802,3.927575
25,2.306195,0.639057,1.932245,0.583485,0.570297,1.771119,0.618400,0.588596,0.858089,1.319935,3.921581
26,2.221943,0.648103,1.828806,0.617772,0.625478,1.649262,0.629539,0.613128,0.852413,1.222256,3.917249
27,2.218456,0.654827,1.872254,0.589218,0.583011,1.725024,0.633036,0.612848,0.819649,1.259212,3.914377
28,2.238945,0.660410,1.906407,0.589665,0.583775,1.782675,0.627684,0.602970,0.817352,1.288359,3.909059
29,2.199680,0.670217,1.952874,0.610163,0.626360,1.783570,0.626928,0.611355,0.799610,1.261865,3.905786
30,2.238824,0.667298,1.948055,0.590248,0.588909,1.862533,0.617041,0.593293,0.793262,1.319008,3.903555
31,2.229574,0.673502,1.933209,0.611609,0.621347,1.826144,0.632916,0.610932,0.795639,1.305022,3.899173
32,2.201104,0.672938,1.984071,0.586693,0.587707,1.852621,0.632611,0.613016,0.775753,1.294326,3.898901
33,2.189949,0.665969,1.935876,0.609349,0.609232,1.819549,0.639627,0.621271,0.777954,1.278012,3.895856
34,2.256817,0.673641,1.944227,0.608933,0.610519,1.849647,0.641730,0.622998,0.774056,1.366630,3.894566
35,2.242300,0.679303,1.993624,0.605756,0.604954,1.885708,0.631811,0.612662,0.759878,1.366347,3.893446
36,2.261562,0.679663,1.975604,0.609676,0.620408,1.883844,0.638171,0.619456,0.771504,1.375915,3.893255
37,2.241969,0.684172,1.978971,0.609107,0.617577,1.884338,0.633381,0.613558,0.761419,1.364153,3.892275
38,2.250912,0.677631,1.979783,0.609117,0.619879,1.886524,0.633257,0.614529,0.769348,1.365544,3.891291
39,2.227395,0.682063,1.979834,0.610016,0.620493,1.887147,0.633846,0.615318,0.762542,1.344640,3.891408
