epoch,train_loss,train_wf1,dev_loss,dev_wf1,dev_uf1,test_loss,test_wf1,test_uf1,ce,fc,cl
0,3.125445,0.197275,1.903667,0.023503,0.034880,1.797672,0.057594,0.052072,2.173246,1.076561,4.547535
1,2.235768,0.190115,1.636450,0.236179,0.181157,1.738016,0.224522,0.190238,1.868512,0.232921,4.522966
2,2.097344,0.255065,1.553767,0.300382,0.267812,1.567244,0.327813,0.305495,1.697033,0.170499,4.398536
3,2.154416,0.313203,1.707114,0.355503,0.269759,1.575046,0.348783,0.288603,1.548829,0.332226,4.247577
4,2.321742,0.335097,1.881804,0.360431,0.369326,1.615677,0.376256,0.388787,1.502849,0.504230,4.155086
5,2.247605,0.390547,1.716069,0.382336,0.326173,1.589590,0.388161,0.366960,1.413176,0.530178,4.102869
6,2.200458,0.403640,1.725837,0.350211,0.354717,1.703145,0.307844,0.319002,1.392842,0.500723,4.070373
7,2.071739,0.424778,1.602593,0.436047,0.402857,1.375097,0.486670,0.483620,1.365041,0.377227,4.049172
8,2.097464,0.422659,1.685079,0.467284,0.417754,1.555291,0.481908,0.434465,1.273636,0.525273,4.036102
9,2.054580,0.498436,1.820394,0.482675,0.483655,1.422169,0.534985,0.522522,1.200370,0.564679,4.024666
10,2.160110,0.459174,2.077900,0.394991,0.359145,1.541415,0.490830,0.456463,1.178909,0.724716,4.014284
11,2.103854,0.510922,1.767876,0.522263,0.508188,1.440694,0.592767,0.575187,1.115493,0.734875,4.004610
12,2.216282,0.540747,2.054636,0.427131,0.428229,1.671988,0.428843,0.420101,1.096615,0.899687,3.999171
13,2.120036,0.545999,1.813529,0.527551,0.498163,1.459293,0.572729,0.536473,1.117706,0.753939,3.991796
14,2.062877,0.549749,1.757846,0.526419,0.489821,1.466146,0.580872,0.544668,1.054488,0.762278,3.985669
15,2.003340,0.588793,1.731239,0.552719,0.551576,1.510641,0.560462,0.540179,0.976872,0.786095,3.975932
16,2.069014,0.584021,1.736222,0.583299,0.596993,1.461773,0.591863,0.568834,0.971179,0.877620,3.957390
17,2.119221,0.600117,1.730822,0.557681,0.566023,1.537482,0.579570,0.554274,0.960976,0.954789,3.944144
18,2.110029,0.577330,1.896045,0.457138,0.455594,1.538035,0.465860,0.460429,0.997674,0.898698,3.933957
19,2.031638,0.564555,2.002247,0.484518,0.527714,1.675115,0.515768,0.509750,1.019718,0.773992,3.927261
20,2.067379,0.584434,1.693680,0.552800,0.571423,1.507662,0.585614,0.550462,0.917260,0.947812,3.918687
21,1.981748,0.637897,1.816574,0.546108,0.568282,1.647662,0.523418,0.508267,0.872852,0.897649,3.907771
22,2.014739,0.626031,1.880601,0.533427,0.566970,1.580752,0.619828,0.605349,0.862140,0.954073,3.893406
23,2.043806,0.640770,1.762496,0.602053,0.615034,1.573893,0.578529,0.560671,0.851479,1.005145,3.882118
24,2.106516,0.624583,1.859546,0.557357,0.579650,1.661969,0.620528,0.605709,0.847545,1.089047,3.877338
25,2.033110,0.664173,1.859097,0.580530,0.589946,1.662834,0.591689,0.568847,0.807714,1.048433,3.866493
26,2.118861,0.640644,1.903610,0.579029,0.602665,1.711650,0.624945,0.611437,0.811103,1.152421,3.858210
27,2.034915,0.679745,1.868117,0.589992,0.605575,1.695988,0.628421,0.600074,0.762836,1.109000,3.848787
28,2.130323,0.689484,1.922352,0.588791,0.607242,1.821828,0.601142,0.579625,0.744445,1.252119,3.841840
29,2.038444,0.696420,1.979519,0.594520,0.617802,1.772975,0.638417,0.616366,0.731028,1.154857,3.835299
30,2.134793,0.690547,1.972640,0.603701,0.629049,1.876901,0.615867,0.590448,0.729203,1.278316,3.829364
31,2.114818,0.701705,2.001903,0.590926,0.610109,1.867139,0.623696,0.598540,0.714583,1.272101,3.825530
32,2.121185,0.699798,2.010913,0.599123,0.622893,1.891890,0.622657,0.598208,0.710606,1.285447,3.822214
33,2.093740,0.717066,2.013222,0.604625,0.624824,1.874479,0.629656,0.606378,0.684772,1.283814,3.819169
34,2.167417,0.711429,2.025966,0.603790,0.626985,1.892300,0.628936,0.604876,0.688725,1.371205,3.817283
35,2.151151,0.712885,2.048735,0.595203,0.617239,1.940813,0.617961,0.593828,0.679979,1.361876,3.816712
36,2.154774,0.719011,2.002979,0.603931,0.626876,1.906026,0.628684,0.607033,0.680742,1.365631,3.815273
37,2.153165,0.718143,2.008777,0.607702,0.629407,1.912340,0.628687,0.606228,0.675152,1.370658,3.814868
38,2.147821,0.720969,2.014287,0.604387,0.626896,1.917017,0.626989,0.604692,0.679512,1.358647,3.813916
39,2.124398,0.720158,2.014853,0.604387,0.626896,1.917475,0.626241,0.603506,0.671114,1.340005,3.812794
