epoch,train_loss,train_wf1,dev_loss,dev_wf1,dev_uf1,test_loss,test_wf1,test_uf1
0,1.555230,0.342104,1.468974,0.376218,0.201225,1.403537,0.428969,0.207197
1,1.439419,0.410084,1.424439,0.416876,0.240207,1.362330,0.452890,0.228389
2,1.372689,0.453764,1.439198,0.407744,0.226835,1.380813,0.440488,0.219610
3,1.347426,0.471092,1.388374,0.466357,0.294454,1.356777,0.476787,0.270961
4,1.324240,0.483687,1.387317,0.464709,0.292567,1.331160,0.470714,0.260676
5,1.293916,0.500435,1.436215,0.427903,0.261622,1.385312,0.429048,0.218535
6,0.943127,0.510663,1.015506,0.465322,0.301423,0.983185,0.481963,0.283852
7,0.646465,0.526270,0.737323,0.460218,0.289964,0.694559,0.483952,0.275779
8,0.412111,0.543628,0.499722,0.456438,0.297111,0.474437,0.488519,0.293517
9,0.223709,0.560953,0.286637,0.467176,0.313933,0.261588,0.487182,0.287957
10,0.063675,0.531110,0.086459,0.401006,0.309490,0.074624,0.418006,0.299864
11,0.059753,0.507136,0.085362,0.412844,0.318602,0.076279,0.435026,0.304470
12,0.058023,0.500248,0.083517,0.397372,0.309192,0.074927,0.422352,0.302642
13,0.056350,0.497405,0.086745,0.392292,0.309807,0.074700,0.400060,0.293863
14,0.055891,0.490181,0.086548,0.369574,0.290329,0.077413,0.385257,0.280572
15,0.054219,0.492804,0.087730,0.382471,0.299149,0.078294,0.399009,0.283931
16,0.051753,0.489523,0.091309,0.375517,0.287959,0.082048,0.398519,0.283374
17,0.052627,0.485046,0.093227,0.330257,0.277863,0.076634,0.346866,0.268610
18,0.049759,0.489378,0.092296,0.375849,0.300550,0.081236,0.385847,0.280453
19,0.048110,0.500275,0.095790,0.371190,0.294904,0.081357,0.389539,0.283726
20,0.047010,0.499771,0.093983,0.343847,0.279560,0.086077,0.361791,0.267436
21,0.047221,0.496854,0.097747,0.362788,0.297416,0.084130,0.376650,0.275553
22,0.044172,0.505211,0.102621,0.342117,0.272647,0.085204,0.353960,0.262682
23,0.043517,0.497576,0.106166,0.356409,0.290577,0.087803,0.380829,0.276330
24,0.043348,0.499304,0.098470,0.396928,0.307327,0.083005,0.406064,0.286263
