epoch,train_loss,train_wf1,dev_loss,dev_wf1,dev_uf1,test_loss,test_wf1,test_uf1
0,1.872878,0.159181,1.670844,0.111599,0.069987,1.689285,0.108030,0.076145
1,1.729513,0.232600,1.552901,0.170955,0.163392,1.577973,0.189062,0.171440
2,1.615121,0.264261,1.564693,0.357772,0.342598,1.624082,0.318161,0.300619
3,1.505374,0.330384,1.404353,0.304641,0.292953,1.352916,0.404496,0.352943
4,1.387831,0.390857,1.220563,0.486799,0.465446,1.249315,0.505594,0.487422
5,1.275468,0.456128,1.197428,0.483219,0.460408,1.258400,0.455683,0.435026
6,0.898411,0.479561,0.929907,0.432879,0.413061,1.021040,0.422805,0.405190
7,0.599215,0.507765,0.569793,0.527890,0.485718,0.630210,0.518634,0.486532
8,0.377929,0.531797,0.346421,0.582329,0.543751,0.408725,0.548918,0.521530
9,0.199953,0.571002,0.218330,0.556789,0.528311,0.261745,0.514487,0.485704
10,0.088282,0.548044,0.084948,0.537944,0.517945,0.107919,0.484926,0.476985
11,0.077372,0.575981,0.085180,0.556030,0.533008,0.106492,0.500737,0.496058
12,0.071742,0.589631,0.085217,0.537183,0.520210,0.112153,0.492280,0.481958
13,0.067669,0.599341,0.080127,0.588641,0.559682,0.102096,0.530217,0.515049
14,0.068080,0.615836,0.083227,0.552914,0.531431,0.107766,0.494150,0.484364
15,0.065804,0.621213,0.081258,0.561728,0.541639,0.111459,0.487267,0.479148
16,0.062495,0.636140,0.080178,0.591191,0.565384,0.104333,0.509123,0.498378
17,0.061730,0.630659,0.077806,0.588208,0.561870,0.106958,0.489843,0.483556
18,0.057852,0.646377,0.078834,0.579975,0.556286,0.112103,0.484642,0.481163
19,0.059710,0.641237,0.084171,0.557119,0.541916,0.123419,0.435973,0.438815
20,0.059014,0.637854,0.077655,0.590073,0.570227,0.114873,0.475993,0.471420
21,0.062521,0.636669,0.080134,0.571618,0.554027,0.121660,0.478521,0.471900
22,0.061425,0.643068,0.083328,0.562278,0.547993,0.114066,0.486096,0.479914
23,0.056595,0.650062,0.080119,0.549120,0.540924,0.119484,0.441995,0.444875
24,0.055253,0.654169,0.086638,0.561930,0.543633,0.130017,0.445951,0.448649
