epoch,train_loss,train_wf1,dev_loss,dev_wf1,dev_uf1,test_loss,test_wf1,test_uf1
0,1.801609,0.189527,1.755822,0.212994,0.143839,1.728107,0.145008,0.102624
1,1.649919,0.265652,1.538124,0.319197,0.278420,1.520871,0.310442,0.297314
2,1.479876,0.366307,1.415109,0.390887,0.342355,1.382388,0.420604,0.392727
3,1.350259,0.449151,1.447609,0.401944,0.377805,1.343879,0.466828,0.431019
4,1.278270,0.479179,1.319147,0.448806,0.418245,1.300973,0.448400,0.411378
5,1.172303,0.530463,1.287657,0.381200,0.396191,1.316513,0.399099,0.377637
6,0.839559,0.529043,0.858554,0.492883,0.471817,0.803850,0.543749,0.502585
7,0.532020,0.574608,0.574540,0.518302,0.496714,0.558752,0.564287,0.537896
8,0.333934,0.595820,0.428525,0.487854,0.453005,0.409814,0.521860,0.485843
9,0.194936,0.607599,0.245603,0.500385,0.487018,0.242414,0.517660,0.503523
10,0.076767,0.582241,0.087987,0.490991,0.502881,0.104136,0.456181,0.455825
11,0.070019,0.585250,0.089069,0.528435,0.533732,0.096878,0.507573,0.496750
12,0.063510,0.620099,0.081287,0.561231,0.557017,0.096873,0.524610,0.506784
13,0.060390,0.637887,0.080459,0.558339,0.552271,0.093909,0.527665,0.513002
14,0.056687,0.646062,0.078421,0.548785,0.556926,0.093863,0.500624,0.490826
15,0.057489,0.636789,0.076980,0.551567,0.549149,0.094976,0.510470,0.499258
16,0.054030,0.659952,0.074413,0.562161,0.559107,0.094386,0.512426,0.501810
17,0.054260,0.659488,0.077949,0.537086,0.535330,0.098185,0.487748,0.484202
18,0.054081,0.650677,0.077408,0.544437,0.545663,0.104334,0.478960,0.474313
19,0.054904,0.658691,0.085167,0.524490,0.518884,0.101812,0.466155,0.465150
20,0.056914,0.655144,0.094385,0.507995,0.496482,0.113403,0.447945,0.447291
21,0.058301,0.654418,0.075636,0.557134,0.558997,0.111316,0.495205,0.484464
22,0.052160,0.665215,0.081200,0.546313,0.546969,0.108280,0.478033,0.474028
23,0.048621,0.674834,0.077619,0.585656,0.574160,0.099251,0.524182,0.513196
24,0.047102,0.671629,0.081027,0.558513,0.552407,0.107368,0.497473,0.488569
