epoch,train_loss,train_wf1,dev_loss,dev_wf1,dev_uf1,test_loss,test_wf1,test_uf1,ce,fc,cl
0,2.902267,0.207406,1.983732,0.062013,0.065191,2.159063,0.072451,0.069404,2.365927,0.555999,4.577050
1,2.035817,0.243963,1.811380,0.164480,0.198232,1.669022,0.214966,0.233935,1.803625,0.063912,4.526549
2,1.932778,0.314482,1.798190,0.220675,0.214582,1.924572,0.103328,0.132071,1.586349,0.108388,4.328641
3,1.955286,0.339248,2.254121,0.313408,0.305653,2.228345,0.188440,0.192188,1.470679,0.187000,4.187582
4,2.034973,0.366593,1.730671,0.312671,0.303339,1.698029,0.265202,0.274322,1.445606,0.218361,4.146778
5,1.932792,0.367691,1.679891,0.306199,0.330588,1.391138,0.447846,0.437397,1.397593,0.154411,4.116691
6,1.959068,0.427877,1.774202,0.367112,0.367550,1.368450,0.492273,0.466237,1.307076,0.303500,4.091913
7,1.895832,0.444358,1.662252,0.415766,0.405970,1.288561,0.535238,0.515957,1.231742,0.321541,4.068576
8,1.814052,0.520173,1.668178,0.432135,0.410275,1.238692,0.591773,0.570395,1.164530,0.306926,4.039814
9,1.824234,0.561221,1.792507,0.408092,0.388931,1.390306,0.526821,0.537895,1.116303,0.382920,4.015939
10,1.824701,0.555125,1.682357,0.416474,0.409725,1.312939,0.527379,0.508920,1.096028,0.410004,4.006703
11,1.763652,0.557720,1.808907,0.379551,0.413687,1.444127,0.492718,0.485728,1.048484,0.393530,4.003443
12,1.770509,0.568340,1.512737,0.452407,0.422999,1.192763,0.554042,0.551558,1.074738,0.369295,4.003351
13,1.667333,0.584206,1.511037,0.487251,0.470166,1.173192,0.616232,0.611064,0.979703,0.361271,3.986131
14,1.680608,0.623762,1.744733,0.501853,0.488647,1.286358,0.633760,0.612351,0.922693,0.449969,3.979404
15,1.706202,0.617014,1.683240,0.441423,0.410150,1.278548,0.549864,0.561819,0.910158,0.498732,3.970580
16,1.637915,0.637153,1.799442,0.471161,0.452138,1.236244,0.649686,0.634295,0.856461,0.481764,3.960433
17,1.676156,0.649553,1.753996,0.468749,0.457822,1.329462,0.606657,0.606192,0.834064,0.558570,3.952357
18,1.673734,0.651551,1.620501,0.499435,0.478810,1.278479,0.621417,0.614724,0.827104,0.565408,3.943042
19,1.646139,0.671246,1.766292,0.489337,0.469141,1.284638,0.647276,0.644707,0.794085,0.573119,3.935584
20,1.651224,0.656224,1.774214,0.503350,0.498008,1.350423,0.602637,0.591522,0.789835,0.585031,3.933642
21,1.599771,0.689289,1.704108,0.511907,0.502373,1.387973,0.599872,0.592285,0.754965,0.565580,3.923424
22,1.655018,0.694101,1.867141,0.528205,0.510673,1.400399,0.645602,0.640858,0.718821,0.680855,3.915127
23,1.679818,0.688296,1.863094,0.497001,0.468718,1.434093,0.604003,0.593939,0.715277,0.717354,3.906574
24,1.633033,0.702481,1.851627,0.516072,0.503168,1.324837,0.646833,0.643213,0.689318,0.692127,3.900140
25,1.612600,0.714444,1.914562,0.501555,0.481053,1.474199,0.601574,0.600936,0.656226,0.709112,3.890851
26,1.657838,0.723832,1.959872,0.529537,0.515169,1.519964,0.603452,0.604103,0.642516,0.783581,3.884572
27,1.678960,0.729870,1.928267,0.525324,0.501688,1.530791,0.622278,0.612796,0.622372,0.836093,3.877134
28,1.643176,0.747020,2.071658,0.550269,0.539358,1.468821,0.675005,0.663389,0.608751,0.809378,3.869223
29,1.653765,0.736452,2.078350,0.516240,0.492972,1.612155,0.617478,0.610845,0.611656,0.819702,3.863480
30,1.668087,0.747308,2.145911,0.534100,0.518014,1.486960,0.671139,0.657449,0.590773,0.864481,3.857294
31,1.670842,0.755224,2.089878,0.543850,0.524131,1.645798,0.626457,0.618834,0.572067,0.892360,3.848873
32,1.666383,0.758043,2.149689,0.549928,0.534834,1.579013,0.657283,0.648135,0.567527,0.893147,3.843377
33,1.687869,0.765213,2.199913,0.546030,0.529335,1.602305,0.649239,0.641242,0.557337,0.933533,3.837059
34,1.678745,0.768439,2.221609,0.538253,0.524774,1.634423,0.643886,0.638855,0.552553,0.928759,3.831850
35,1.713683,0.763630,2.219289,0.553606,0.537626,1.622864,0.653439,0.645379,0.553197,0.972144,3.827713
36,1.697995,0.774495,2.211779,0.552504,0.537076,1.635142,0.648060,0.641383,0.541776,0.967206,3.824541
37,1.672034,0.766388,2.239405,0.545978,0.529840,1.637942,0.646728,0.639870,0.538601,0.938978,3.822509
38,1.690129,0.771129,2.245209,0.548254,0.531778,1.639419,0.648421,0.641682,0.539211,0.960904,3.821955
39,1.664555,0.778062,2.245893,0.549321,0.532878,1.639633,0.647267,0.640696,0.532021,0.937979,3.821508
