epoch,train_loss,train_wf1,dev_loss,dev_wf1,dev_uf1,test_loss,test_wf1,test_uf1,ce,fc,cl
0,2.392270,0.219376,2.108231,0.049119,0.065403,1.934505,0.099176,0.095857,2.301133,0.000000,4.556863
1,2.062205,0.188142,1.666415,0.187638,0.145987,1.843178,0.124093,0.119487,1.881193,0.000000,4.525289
2,1.993020,0.252557,1.516895,0.285094,0.276630,1.660876,0.279020,0.250447,1.729716,0.000000,4.388391
3,1.949326,0.307422,1.452181,0.289208,0.306021,1.482702,0.274061,0.264688,1.613066,0.000000,4.203254
4,1.879599,0.388002,1.354316,0.386983,0.380630,1.424233,0.460310,0.466628,1.470444,0.000000,4.091543
5,1.753461,0.435061,1.340603,0.414687,0.440948,1.576711,0.338513,0.353061,1.350544,0.000000,4.029172
6,1.821923,0.395107,1.228041,0.409683,0.418697,1.209364,0.415545,0.405170,1.421488,0.000000,4.004354
7,1.664010,0.489387,1.199071,0.504045,0.495003,1.199389,0.553501,0.557864,1.264103,0.000000,3.999070
8,1.660208,0.473122,1.278255,0.437675,0.433002,1.506534,0.380777,0.385295,1.262455,0.000000,3.977527
9,1.627536,0.501796,1.191758,0.479937,0.465104,1.128303,0.536668,0.528132,1.231120,0.000000,3.964158
10,1.580051,0.510718,1.106781,0.532153,0.536430,1.127404,0.536137,0.535545,1.184784,0.000000,3.952671
11,1.543983,0.514257,1.128167,0.557205,0.545872,1.073377,0.594902,0.591297,1.149554,0.000000,3.944289
12,1.503819,0.531067,1.142506,0.544099,0.511549,1.122834,0.554535,0.532541,1.110528,0.000000,3.932911
13,1.438818,0.571382,1.102556,0.554181,0.557068,1.034412,0.560277,0.561160,1.047000,0.000000,3.918185
14,1.401686,0.579220,1.098436,0.572701,0.557790,0.993567,0.600491,0.589327,1.011658,0.000000,3.900273
15,1.330414,0.605922,1.067750,0.579582,0.561784,1.016704,0.567446,0.556039,0.941747,0.000000,3.886670
16,1.267474,0.639278,1.092343,0.587160,0.558964,1.023999,0.599463,0.570878,0.881219,0.000000,3.862554
17,1.253198,0.646312,1.092399,0.564670,0.550990,1.075603,0.570579,0.559467,0.868869,0.000000,3.843293
18,1.260471,0.628997,1.091754,0.533860,0.529222,1.099570,0.517108,0.509026,0.877076,0.000000,3.833952
19,1.203819,0.644772,1.070708,0.574297,0.557482,1.124942,0.564024,0.555513,0.822692,0.000000,3.811274
20,1.169260,0.674500,1.121232,0.568100,0.550236,1.097630,0.578519,0.563180,0.790355,0.000000,3.789046
21,1.139639,0.684449,1.043956,0.598251,0.573847,0.989242,0.606817,0.591097,0.762057,0.000000,3.775824
22,1.118960,0.694487,1.055479,0.615589,0.592781,1.050413,0.592130,0.566727,0.743589,0.000000,3.753710
23,1.072576,0.713682,1.070896,0.604472,0.592130,1.083619,0.580146,0.567237,0.698445,0.000000,3.741312
24,1.059733,0.718430,1.083022,0.596453,0.572711,1.005502,0.615087,0.603027,0.686922,0.000000,3.728116
25,1.048534,0.711078,1.044700,0.582985,0.577381,1.031910,0.601895,0.593024,0.676340,0.000000,3.721937
26,1.005617,0.740306,1.056197,0.602838,0.584265,0.929452,0.642625,0.627125,0.634714,0.000000,3.709036
27,0.984549,0.750609,1.065069,0.605590,0.588552,0.979731,0.617607,0.609968,0.614543,0.000000,3.700062
28,0.963403,0.753090,1.046490,0.634815,0.616782,0.993618,0.625554,0.614686,0.594071,0.000000,3.693323
29,0.951793,0.758064,1.056144,0.623844,0.604722,0.974610,0.633196,0.625962,0.583028,0.000000,3.687650
30,0.935746,0.771190,1.041018,0.626472,0.608574,0.968039,0.644881,0.634626,0.567329,0.000000,3.684174
31,0.923746,0.771226,1.046825,0.631725,0.615154,0.996461,0.641355,0.631257,0.555881,0.000000,3.678653
32,0.917457,0.779961,1.063318,0.619291,0.602679,1.007104,0.627749,0.619667,0.550023,0.000000,3.674335
33,0.902613,0.780750,1.072594,0.634610,0.612847,1.016229,0.633277,0.623189,0.535311,0.000000,3.673015
34,0.893144,0.786947,1.063474,0.627294,0.611344,1.037197,0.630813,0.619726,0.526151,0.000000,3.669924
35,0.892516,0.785158,1.060495,0.630515,0.612282,0.976665,0.648347,0.639914,0.525591,0.000000,3.669257
36,0.887009,0.791091,1.061064,0.630145,0.610965,1.010678,0.632572,0.620227,0.520190,0.000000,3.668193
37,0.877402,0.794795,1.061506,0.630425,0.611141,1.016509,0.632766,0.620352,0.510600,0.000000,3.668016
38,0.875332,0.789929,1.061805,0.627017,0.608179,1.012407,0.633444,0.620774,0.508564,0.000000,3.667674
39,0.879384,0.794027,1.061567,0.627145,0.607996,1.010730,0.634193,0.621530,0.512595,0.000000,3.667892
