epoch,train_loss,train_wf1,dev_loss,dev_wf1,dev_uf1,test_loss,test_wf1,test_uf1,ce,fc,cl
0,2.500148,0.188028,1.987274,0.149357,0.144842,2.060987,0.173290,0.152652,2.409084,0.000000,4.553223
1,2.006562,0.234232,1.697567,0.164980,0.192926,1.704379,0.198928,0.214955,1.826830,0.000000,4.493307
2,1.930138,0.240173,1.585816,0.223968,0.204605,1.621290,0.314930,0.271370,1.669961,0.000000,4.336292
3,1.896751,0.309109,1.419968,0.313764,0.298190,1.510013,0.334343,0.298817,1.565833,0.000000,4.136472
4,1.846755,0.374800,1.428756,0.328275,0.326713,1.635851,0.274354,0.273458,1.443427,0.000000,4.033278
5,1.808095,0.364298,1.325523,0.386593,0.385587,1.375824,0.370494,0.372947,1.408863,0.000000,3.992314
6,1.731968,0.406254,1.312901,0.441955,0.440752,1.295490,0.426263,0.443176,1.334839,0.000000,3.971290
7,1.631893,0.446823,1.228649,0.479832,0.453744,1.251926,0.501231,0.470499,1.236884,0.000000,3.950093
8,1.618162,0.456571,1.135781,0.497130,0.472088,1.279342,0.430128,0.435837,1.224906,0.000000,3.932566
9,1.525695,0.514232,1.067526,0.501559,0.465383,1.073529,0.535945,0.536243,1.133860,0.000000,3.918350
10,1.425965,0.549446,1.075054,0.508051,0.481585,1.234104,0.461529,0.475547,1.035774,0.000000,3.901912
11,1.417085,0.544552,1.052626,0.556061,0.505595,0.999871,0.600492,0.594379,1.027999,0.000000,3.890861
12,1.346352,0.580750,0.953683,0.599588,0.559729,1.003407,0.586952,0.583315,0.959242,0.000000,3.871098
13,1.319832,0.596492,0.982227,0.579915,0.586929,1.026197,0.560746,0.556496,0.936169,0.000000,3.836631
14,1.319765,0.596264,0.959756,0.586820,0.547723,0.934596,0.597771,0.600814,0.938545,0.000000,3.812195
15,1.256457,0.620130,0.939500,0.593765,0.556482,0.917575,0.628492,0.620474,0.877670,0.000000,3.787870
16,1.259582,0.623064,1.187261,0.451016,0.444511,1.276078,0.453081,0.457503,0.881806,0.000000,3.777759
17,1.282683,0.606539,0.916704,0.627605,0.626458,1.022347,0.577702,0.550695,0.905577,0.000000,3.771059
18,1.255425,0.600278,0.970389,0.596021,0.564712,0.970108,0.590537,0.581773,0.879741,0.000000,3.756842
19,1.186973,0.650711,0.871789,0.633080,0.609317,0.920129,0.630062,0.621551,0.813439,0.000000,3.735337
20,1.149023,0.669781,0.908738,0.665632,0.659873,1.002032,0.617985,0.598330,0.777689,0.000000,3.713343
21,1.131047,0.676039,0.976094,0.606134,0.576474,0.984198,0.598728,0.591488,0.761299,0.000000,3.697480
22,1.110915,0.687317,0.865235,0.645614,0.632927,0.906003,0.640791,0.631376,0.741472,0.000000,3.694428
23,1.076834,0.699687,0.885161,0.644303,0.628273,0.884281,0.643023,0.633449,0.709521,0.000000,3.673135
24,1.046641,0.712639,0.946944,0.626924,0.611161,1.041496,0.601269,0.590567,0.680092,0.000000,3.665493
25,1.053262,0.705947,0.809931,0.668635,0.663696,0.910114,0.643925,0.632054,0.687015,0.000000,3.662468
26,1.032335,0.722307,0.895891,0.629790,0.618938,0.966297,0.601808,0.592349,0.666711,0.000000,3.656238
27,1.008135,0.722692,0.887806,0.643708,0.645344,1.008219,0.632961,0.615349,0.643172,0.000000,3.649622
28,1.012148,0.727298,0.932582,0.657484,0.651826,1.041789,0.619884,0.608158,0.647331,0.000000,3.648169
29,0.994695,0.744103,0.844128,0.663697,0.666931,0.951039,0.642495,0.630934,0.630083,0.000000,3.646116
30,0.956189,0.754737,0.921794,0.627936,0.615432,1.042489,0.610850,0.596919,0.592224,0.000000,3.639645
31,0.956497,0.758257,0.871129,0.662563,0.665187,0.949439,0.650330,0.638929,0.592843,0.000000,3.636533
32,0.953479,0.753597,0.875522,0.645611,0.643257,1.045205,0.616454,0.606631,0.590068,0.000000,3.634113
33,0.931985,0.766471,0.917440,0.631461,0.626820,1.021126,0.621760,0.606582,0.568782,0.000000,3.632030
34,0.931459,0.769394,0.863957,0.644145,0.639560,0.989794,0.637514,0.628954,0.568367,0.000000,3.630918
35,0.931608,0.764354,0.886155,0.645204,0.645627,0.979695,0.633613,0.622134,0.568597,0.000000,3.630108
36,0.927014,0.768575,0.892514,0.645671,0.645806,1.018301,0.631555,0.619035,0.564189,0.000000,3.628247
37,0.927752,0.767553,0.883646,0.644778,0.643046,1.023202,0.631458,0.619726,0.565001,0.000000,3.627506
38,0.917330,0.771382,0.882421,0.649676,0.647289,1.029586,0.628458,0.617343,0.554588,0.000000,3.627423
39,0.912516,0.772988,0.883124,0.650352,0.648479,1.029989,0.629085,0.618313,0.549802,0.000000,3.627133
